"Name","National_Position","Club_Position","Rating","Height","Weight","Age","Work_Rate","Ball_Control","Vision","Goalkeeper","International","IMC"
"Ermin Bičakčić",NA,"Sub",76,185,85,27,"Medium / Medium",58,41,"NO","NO",24.8356464572681
"Nemanja Nikolić",NA,"CAM",76,180,80,29,"High / Medium",72,65,"NO","NO",24.6913580246914
"Geoffrey Kondogbia",NA,"RDM",76,188,76,24,"High / Medium",77,72,"NO","NO",21.5029425079221
"Samu García",NA,"Sub",76,179,73,26,"Medium / Medium",77,77,"NO","NO",22.7833088854905
"Lionel Carole",NA,"LB",76,182,79,25,"High / Medium",75,67,"NO","NO",23.8497765970293
"Muhamed Bešić",NA,"Sub",76,177,78,24,"Medium / High",78,65,"NO","NO",24.8970602317342
"Lukas Rupp",NA,"Sub",76,178,73,26,"High / Medium",79,76,"NO","NO",23.0400201994698
"Steven Berghuis",NA,"RW",76,182,70,25,"Medium / Low",80,72,"NO","NO",21.1327134404057
"Alan Patrick",NA,"Sub",76,178,68,25,"Medium / Low",76,76,"NO","NO",21.4619366241636
"Hans Vanaken",NA,"CAM",76,194,80,24,"High / High",78,82,"NO","NO",21.2562440216814
"Pedro Obiang",NA,"Sub",76,185,75,25,"Medium / High",78,75,"NO","NO",21.9138056975895
"Timor",NA,"LDM",76,185,77,27,"Medium / High",73,70,"NO","NO",22.4981738495252
"Josué",NA,"RM",76,174,75,26,"Medium / Medium",78,76,"NO","NO",24.7720967102656
"Gálvez",NA,"Sub",76,188,79,27,"Medium / Medium",64,50,"NO","NO",22.351742870077
"Eric Bauthéac",NA,"LM",76,168,65,29,"High / High",78,74,"NO","NO",23.0300453514739
"Harun Tekin","Sub","GK",76,187,78,27,"Medium / Medium",23,42,"YES","YES",22.3054705596385
"Ibai Gómez",NA,"LM",76,177,72,27,"High / Medium",80,75,"NO","NO",22.98190175237
"Nicolas Pallois",NA,"LCB",76,190,89,29,"Medium / High",60,52,"NO","NO",24.6537396121884
"Timm Klose",NA,"LCB",76,193,87,28,"Medium / High",61,50,"NO","NO",23.3563317136031
"Sergio León",NA,"RM",76,178,73,28,"High / Medium",76,61,"NO","NO",23.0400201994698
"Bibras Natcho",NA,"Sub",76,176,77,29,"Medium / Medium",82,80,"NO","NO",24.8579545454545
"Raúl Navas",NA,"RCB",76,185,83,28,"Medium / Medium",61,46,"NO","NO",24.2512783053324
"Óscar Murillo","RCB","LCB",76,183,79,28,"Medium / High",56,44,"NO","YES",23.5898354683627
"Josip Drmić",NA,"Sub",76,183,81,24,"Medium / Medium",77,57,"NO","NO",24.1870464928783
"Tomás Pina",NA,"Sub",75,185,75,29,"Medium / High",80,74,"NO","NO",21.9138056975895
"Billy Ketkeophomphone",NA,"Res",76,180,71,27,"Medium / Medium",77,71,"NO","NO",21.9135802469136
"Philipp Wollscheid",NA,"Res",76,194,88,28,"Medium / Medium",48,52,"NO","NO",23.3818684238495
"Celso Ortíz","Sub","LCM",76,175,70,28,"Medium / High",75,69,"NO","YES",22.8571428571429
"Jonas Martin",NA,"Sub",76,184,76,26,"High / Medium",77,73,"NO","NO",22.4480151228733
"Jordan Ayew",NA,"Sub",76,182,81,25,"High / Medium",78,70,"NO","NO",24.4535684096124
"Felix Wiedwald",NA,"GK",76,190,82,27,"Medium / Medium",22,36,"YES","NO",22.7146814404432
"Khouma Babacar",NA,"Sub",76,185,76,24,"Medium / Medium",76,48,"NO","NO",22.2059897735573
"Adrien Regattin",NA,"LM",76,166,66,25,"High / Medium",77,73,"NO","NO",23.9512265931195
"Callum Wilson",NA,"Sub",76,180,66,25,"High / Medium",75,71,"NO","NO",20.3703703703704
"Simone Verdi",NA,"Sub",76,171,61,24,"High / Medium",82,76,"NO","NO",20.8611196607503
"Yonathan Del Valle",NA,"RM",76,173,75,26,"High / Medium",76,68,"NO","NO",25.0593070266297
"Macnelly Torres","Sub","CM",76,175,72,32,"Medium / Medium",79,82,"NO","YES",23.5102040816327
"Esteban Paredes","ST","LS",76,178,82,36,"High / Low",76,69,"NO","YES",25.8805706350208
"Joel Robles",NA,"GK",76,195,90,26,"Medium / Medium",25,38,"YES","NO",23.6686390532544
"Alfreð Finnbogason",NA,"Res",76,185,78,28,"Medium / Medium",72,72,"NO","NO",22.7903579254931
"Tom Cairney",NA,"RCM",76,183,72,26,"High / Medium",78,77,"NO","NO",21.4995968825584
"Aaron Mooy","RF","LDM",76,174,68,26,"Medium / Medium",75,80,"NO","YES",22.4600343506408
"Jagoš Vuković",NA,"LCB",76,194,82,28,"Medium / Medium",53,45,"NO","NO",21.7876501222234
"Laguardia",NA,"RCB",76,185,75,27,"Medium / High",57,46,"NO","NO",21.9138056975895
"Nenad Tomović",NA,"Sub",76,184,79,29,"High / Medium",68,46,"NO","NO",23.3341209829868
"Pontus Jansson","Sub","LCB",76,196,89,26,"Medium / Medium",65,52,"NO","YES",23.1674302374011
"Andre Gray",NA,"RS",76,180,78,25,"High / Medium",69,67,"NO","NO",24.0740740740741
"André Almeida",NA,"Sub",76,186,80,26,"Medium / High",72,67,"NO","NO",23.1240605850387
"Roger",NA,"Sub",76,184,86,31,"Low / High",66,63,"NO","NO",25.4017013232514
"Francesco Bardi",NA,"GK",76,188,80,25,"Medium / Medium",12,34,"YES","NO",22.6346763241286
"Guido Burgstaller","ST","ST",76,187,80,27,"High / High",68,59,"NO","YES",22.8774057021934
"Diafra Sakho",NA,"Sub",76,184,79,27,"High / Medium",75,56,"NO","NO",23.3341209829868
"Pape Souaré",NA,"Res",76,178,68,26,"High / Medium",72,64,"NO","NO",21.4619366241636
"Manuel Schmiedebach",NA,"RDM",76,171,70,28,"High / High",76,70,"NO","NO",23.9389897746315
"Iago Herrerín",NA,"GK",76,187,89,29,"Medium / Medium",12,40,"YES","NO",25.4511138436901
"Christian Clemens",NA,"RM",76,179,80,25,"Medium / Medium",74,73,"NO","NO",24.9680097375238
"Marc Muniesa",NA,"Res",76,179,72,25,"Medium / Medium",73,61,"NO","NO",22.4712087637714
"Maxime Le Marchand",NA,"Sub",76,185,77,27,"Medium / High",68,67,"NO","NO",22.4981738495252
"Sebastian Jung",NA,"Sub",76,179,72,26,"High / Medium",76,64,"NO","NO",22.4712087637714
"Maxime Lestienne",NA,"Sub",76,176,63,24,"High / Medium",75,72,"NO","NO",20.338326446281
"Luciano Narsingh",NA,"Sub",76,175,75,26,"Medium / Low",76,72,"NO","NO",24.4897959183673
"Javier Aquino",NA,"Sub",76,168,62,27,"High / Medium",74,70,"NO","NO",21.9671201814059
"Georgiy Schennikov",NA,"LB",76,180,75,25,"Medium / Medium",72,63,"NO","NO",23.1481481481481
"Alexandr Kokorin",NA,"RW",76,183,79,26,"Medium / Low",80,70,"NO","NO",23.5898354683627
"Pedro Morales",NA,"Sub",76,180,77,31,"Medium / Medium",79,75,"NO","NO",23.7654320987654
"Peter Pekarík",NA,"RB",76,176,70,30,"Medium / Medium",76,49,"NO","NO",22.5981404958678
"Sandro",NA,"Sub",76,187,75,28,"Medium / Medium",74,66,"NO","NO",21.4475678458063
"Pascal Groß",NA,"RM",76,181,76,25,"High / Medium",76,76,"NO","NO",23.1983150697476
"Xandão",NA,"RCB",76,194,84,29,"Medium / Medium",61,48,"NO","NO",22.3190562227654
"Benjamin André",NA,"LDM",76,180,76,26,"High / Medium",76,76,"NO","NO",23.4567901234568
"Dominic Maroh",NA,"RCB",76,186,85,30,"Medium / Medium",60,53,"NO","NO",24.5693143716036
"Léonard Kweuke",NA,"ST",76,188,94,29,"High / Low",73,60,"NO","NO",26.5957446808511
"Matías Caruzzo",NA,"LCB",76,185,80,32,"Low / Medium",61,59,"NO","NO",23.3747260774288
"Markus Henriksen",NA,"Sub",76,187,80,24,"High / High",78,76,"NO","NO",22.8774057021934
"Tony Jantschke",NA,"RB",76,177,76,26,"Medium / Medium",69,57,"NO","NO",24.2586740719461
"Grégory Sertic",NA,"Sub",76,183,80,27,"High / Medium",76,71,"NO","NO",23.8884409806205
"Christian Kabasele",NA,"Sub",76,187,84,26,"Medium / High",64,36,"NO","NO",24.021275987303
"Łukasz Skorupski","Sub","GK",76,187,84,25,"Medium / Medium",22,32,"YES","YES",24.021275987303
"Aaron Cresswell",NA,"LB",76,170,66,27,"High / Medium",75,68,"NO","NO",22.8373702422145
"Davide Santon",NA,"Sub",76,186,83,26,"High / Medium",74,64,"NO","NO",23.9912128569777
"Danny Latza",NA,"LDM",76,179,76,27,"High / High",75,78,"NO","NO",23.7196092506476
"Alex McCarthy",NA,"Sub",76,193,79,27,"Medium / Medium",17,50,"NO","NO",21.2086230502832
"Bruno Fornaroli",NA,"ST",76,174,68,29,"High / Medium",77,72,"NO","NO",22.4600343506408
"Jimmy Durmaz","RM","Sub",76,180,69,28,"High / Medium",77,71,"NO","YES",21.2962962962963
"Volkan Şen","LM","LM",76,175,68,29,"High / Medium",76,63,"NO","YES",22.2040816326531
"Jonathan Kodjia","ST","ST",76,189,77,27,"High / Low",72,55,"NO","YES",21.5559474818734
"Miguel Angel Britos",NA,"LCB",76,188,82,31,"Medium / Medium",58,31,"NO","NO",23.2005432322318
"Michel Macedo",NA,"Sub",76,176,70,27,"High / Medium",71,60,"NO","NO",22.5981404958678
"Serey Dié","RAM","Res",76,179,77,32,"Medium / High",72,60,"NO","YES",24.0317093723667
"Sofiane Hanni",NA,"CAM",76,178,68,26,"High / Medium",76,75,"NO","NO",21.4619366241636
"Riccardo Meggiorini",NA,"LS",76,182,78,31,"Medium / Medium",78,74,"NO","NO",23.5478806907378
"Oupa Manyisa",NA,"RCM",76,166,67,28,"High / High",77,76,"NO","NO",24.3141239657425
"Cheick Diabaté",NA,"ST",76,194,88,28,"Medium / Low",73,56,"NO","NO",23.3818684238495
"Aatif Chahechouhe",NA,"Sub",76,176,68,30,"High / Medium",78,70,"NO","NO",21.952479338843
"Paul-José Mpoku",NA,"LM",76,177,80,24,"Medium / Low",77,75,"NO","NO",25.5354463915222
"Dmitriy Tarasov",NA,"Sub",76,192,84,30,"Medium / Medium",73,65,"NO","NO",22.7864583333333
"Siem de Jong",NA,"LCM",76,185,80,28,"High / Medium",78,75,"NO","NO",23.3747260774288
"Franco Di Santo",NA,"Res",76,193,88,27,"High / Medium",78,67,"NO","NO",23.624795296518
"Matt Ritchie","Sub","RM",76,173,71,27,"High / Medium",75,74,"NO","YES",23.7228106518761
"Fabio Borini",NA,"LM",76,180,74,26,"High / Medium",75,69,"NO","NO",22.8395061728395
"Gaël Kakuta",NA,"Sub",76,173,64,25,"Medium / Medium",81,74,"NO","NO",21.3839419960573
"Diego Ângelo",NA,"LCB",76,192,84,31,"Medium / Medium",62,57,"NO","NO",22.7864583333333
"Andrea Poli",NA,"Sub",76,181,70,27,"Medium / Medium",79,78,"NO","NO",21.3668691431885
"Michał Pazdan","LCB","LCB",76,181,78,29,"Medium / High",63,65,"NO","YES",23.8087970452672
"Maurício",NA,"LCM",76,180,72,28,"High / Medium",81,75,"NO","NO",22.2222222222222
"Marcelo Larrondo",NA,"Res",76,191,83,28,"High / Low",75,76,"NO","NO",22.7515693100518
"Michael Lang","Sub","RB",76,185,79,26,"High / Medium",74,48,"NO","YES",23.0825420014609
"Jonathan Biabiany",NA,"Sub",76,177,73,28,"High / Low",78,66,"NO","NO",23.301094832264
"Kolbeinn Sigþórsson",NA,"Res",76,186,80,27,"High / Medium",69,63,"NO","NO",23.1240605850387
"Lamine Koné","Sub","RCB",76,186,83,28,"Medium / Medium",62,45,"NO","YES",23.9912128569777
"Gregory van der Wiel",NA,"Sub",76,183,69,29,"Medium / Medium",76,71,"NO","NO",20.6037803457852
"Maxi Moralez",NA,"LCM",76,158,56,30,"High / Medium",78,74,"NO","NO",22.4323025156225
"Gabriel Mercado","RB","Sub",76,180,83,30,"Medium / Medium",70,60,"NO","YES",25.6172839506173
"Siphiwe Tshabalala",NA,"RM",76,170,65,32,"High / Medium",76,77,"NO","NO",22.4913494809689
"Anthony Mounier",NA,"Res",76,174,65,29,"High / Medium",82,68,"NO","NO",21.4691504822301
"Gottardi",NA,"GK",76,193,82,31,"Medium / Medium",17,58,"YES","NO",22.0140137990282
"Simon Terodde",NA,"ST",76,192,83,29,"Medium / Medium",73,58,"NO","NO",22.5151909722222
"Nils Petersen",NA,"Sub",76,188,85,28,"Medium / Medium",71,58,"NO","NO",24.0493435943866
"Giovanni Sio","Sub","LS",76,180,70,27,"High / Low",75,73,"NO","YES",21.6049382716049
"Fabian Frei","Sub","RDM",76,183,77,28,"Medium / Medium",75,80,"NO","YES",22.9926244438472
"Fin Bartels",NA,"RM",76,176,69,30,"High / Medium",80,71,"NO","NO",22.2753099173554
"Marc Albrighton",NA,"LM",77,174,67,27,"High / High",76,74,"NO","NO",22.1297397278372
"Ciaran Clark","LCB","LCB",76,188,76,27,"Medium / Medium",63,51,"NO","YES",21.5029425079221
"Mërgim Mavraj",NA,"Sub",76,189,84,30,"Medium / Medium",63,49,"NO","NO",23.5155790711346
"Sebastian De Maio",NA,"Sub",76,190,90,30,"Medium / High",43,34,"NO","NO",24.9307479224377
"Koo Ja Cheol",NA,"LM",76,183,77,28,"Medium / Medium",78,72,"NO","NO",22.9926244438472
"Marcelo Martins","RS","Res",76,187,82,29,"Medium / Medium",71,67,"NO","YES",23.4493408447482
"Albin Ekdal","RCM","LDM",76,186,75,27,"High / Medium",80,75,"NO","YES",21.6788067984738
"Rhodolfo",NA,"Sub",76,193,84,30,"Medium / High",61,44,"NO","NO",22.5509409648581
"Luisinho",NA,"LB",76,175,62,31,"High / Medium",77,64,"NO","NO",20.2448979591837
"Dejan Damjanović",NA,"LS",76,187,81,35,"High / Low",72,73,"NO","NO",23.1633732734708
"Eren Derdiyok","Sub","Sub",76,191,92,28,"Medium / Medium",71,75,"NO","YES",25.2186069460815
"Thomas Kraft",NA,"Sub",76,187,78,28,"Medium / Medium",21,25,"NO","NO",22.3054705596385
"Damien Da Silva",NA,"RCB",76,184,82,28,"Medium / Medium",68,40,"NO","NO",24.2202268431002
"Emiliano Insúa",NA,"LB",76,180,79,28,"High / Medium",74,67,"NO","NO",24.3827160493827
"Pablo Hernández",NA,"CAM",76,173,72,31,"Medium / Medium",82,78,"NO","NO",24.0569347455645
"Miralem Sulejmani",NA,"Sub",76,178,73,28,"Medium / Medium",80,67,"NO","NO",23.0400201994698
"Marko Marin",NA,"Sub",76,170,64,28,"High / Low",81,78,"NO","NO",22.1453287197232
"Adrián González",NA,"CAM",76,183,76,28,"High / Medium",81,75,"NO","NO",22.6940189315895
"Erik Pieters",NA,"LB",76,182,86,28,"Medium / Medium",73,62,"NO","NO",25.9630479410699
"Papa Kouli Diop",NA,"Sub",76,179,77,31,"Medium / Medium",76,65,"NO","NO",24.0317093723667
"Sergio Sánchez",NA,"Sub",76,185,76,30,"Medium / Medium",69,60,"NO","NO",22.2059897735573
"Granero",NA,"Sub",76,180,75,29,"Medium / Medium",78,78,"NO","NO",23.1481481481481
"Lucas Deaux",NA,"LCM",76,188,72,28,"Medium / High",72,67,"NO","NO",20.3712086917157
"Sidney Sam",NA,"RM",76,174,71,29,"Medium / Low",77,74,"NO","NO",23.4509182190514
"Martin Harnik","Sub","ST",76,186,80,29,"High / Medium",70,72,"NO","YES",23.1240605850387
"Nabil Dirar",NA,"Sub",76,187,82,31,"Medium / Medium",79,69,"NO","NO",23.4493408447482
"Ludovic Baal",NA,"LB",76,176,75,30,"High / Medium",69,59,"NO","NO",24.2122933884298
"Bojan Jokič","Sub","Res",76,176,75,30,"Medium / Medium",74,55,"NO","YES",24.2122933884298
"Fabian Lustenberger",NA,"Sub",76,180,70,28,"Medium / High",70,62,"NO","NO",21.6049382716049
"Stefan Aigner",NA,"LW",76,183,73,29,"Medium / Medium",74,75,"NO","NO",21.7982023948162
"Andreas Beck",NA,"Sub",76,180,74,30,"High / High",74,59,"NO","NO",22.8395061728395
"Simone Missiroli",NA,"Sub",76,191,77,30,"Medium / Medium",77,74,"NO","NO",21.1068775526987
"Yeom Ki Hun",NA,"LM",76,182,78,34,"Medium / Medium",73,77,"NO","NO",23.5478806907378
"Jozy Altidore","ST","RS",76,183,79,27,"Medium / Low",71,72,"NO","YES",23.5898354683627
"Jelle Vossen",NA,"ST",76,180,73,28,"High / High",73,73,"NO","NO",22.5308641975309
"Sacha Kljestan","RCM","RAM",76,185,77,31,"Medium / High",75,82,"NO","YES",22.4981738495252
"Sven Kums",NA,"Sub",76,175,69,29,"Medium / High",78,77,"NO","NO",22.530612244898
"Cristian Riveros","CM","Res",76,178,74,34,"Medium / Medium",76,77,"NO","YES",23.355636914531
"Gonzalo Castro",NA,"LM",76,176,70,32,"High / Low",80,73,"NO","NO",22.5981404958678
"Adrián",NA,"Sub",76,183,73,29,"Medium / Medium",84,71,"NO","NO",21.7982023948162
"Joselu",NA,"Sub",76,192,80,27,"Medium / Medium",76,68,"NO","NO",21.7013888888889
"James Tomkins",NA,"RCB",76,192,74,28,"Medium / Medium",58,50,"NO","NO",20.0737847222222
"Siqueira",NA,"Sub",76,183,76,30,"High / Medium",75,58,"NO","NO",22.6940189315895
"Luca Cigarini",NA,"Sub",76,175,74,30,"Medium / Medium",79,80,"NO","NO",24.1632653061224
"Keiren Westwood","Sub","GK",76,188,86,32,"Medium / Medium",22,41,"YES","YES",24.3322770484382
"Jonas Lössl","Sub","GK",76,195,88,28,"Medium / Medium",19,49,"YES","YES",23.1426692965155
"Mikel Gonzalez",NA,"Sub",76,190,79,31,"Medium / Medium",54,40,"NO","NO",21.8836565096953
"Paul Aguilar",NA,"LCB",76,180,67,31,"High / High",71,63,"NO","NO",20.679012345679
"Aythami Artiles",NA,"Sub",76,184,78,30,"High / Medium",58,39,"NO","NO",23.038752362949
"Andrey Eschenko",NA,"RB",76,176,74,33,"High / Medium",73,69,"NO","NO",23.8894628099174
"Lorenzo De Silvestri",NA,"Sub",76,186,84,28,"High / Medium",73,49,"NO","NO",24.2802636142907
"Tarik Elyounoussi","LM","RW",76,172,66,29,"High / Medium",77,71,"NO","YES",22.3093564088697
"Scott Sinclair",NA,"LW",76,173,63,28,"High / Medium",77,67,"NO","NO",21.0498179023689
"Andrea Masiello",NA,"LCB",76,184,82,31,"Medium / Medium",58,26,"NO","NO",24.2202268431002
"Danijel Milićević",NA,"RF",76,170,63,31,"Medium / Medium",77,76,"NO","NO",21.7993079584775
"Hugo Rodallega",NA,"ST",75,181,72,31,"High / Low",75,69,"NO","NO",21.9773511187082
"Roman Shishkin","Sub","Sub",76,176,73,30,"Medium / Medium",75,69,"NO","YES",23.566632231405
"Mikhail Kerzhakov",NA,"Sub",76,191,82,30,"Medium / Medium",22,40,"NO","NO",22.4774540171596
"Alan Kasaev",NA,"LM",76,174,76,30,"High / Medium",76,73,"NO","NO",25.1023913330691
"Brad Jones",NA,"GK",76,194,76,35,"Medium / Medium",22,30,"YES","NO",20.1934318205973
"Doka",NA,"LM",76,178,70,32,"High / Low",77,71,"NO","NO",22.0931700542861
"Mariano Izco",NA,"Sub",76,180,77,34,"Medium / High",78,77,"NO","NO",23.7654320987654
"Lior Refaelov",NA,"RW",76,175,70,30,"Medium / Low",79,77,"NO","NO",22.8571428571429
"Caio",NA,"CAM",76,186,85,30,"Medium / Low",80,76,"NO","NO",24.5693143716036
"Eduardo",NA,"Sub",76,188,86,34,"Medium / Medium",32,42,"NO","NO",24.3322770484382
"Julien Féret",NA,"LCM",76,187,76,34,"High / Medium",79,82,"NO","NO",21.7335354170837
"Stéphane Sessègnon",NA,"RDM",76,168,75,32,"Medium / Medium",80,75,"NO","NO",26.5731292517007
"Jonathan Orozco",NA,"GK",76,184,79,30,"Medium / Medium",25,69,"YES","NO",23.3341209829868
"Rolando",NA,"LCB",76,189,77,31,"Low / Medium",63,47,"NO","NO",21.5559474818734
"James Morrison","LDM","CAM",76,178,64,30,"Medium / Medium",77,74,"NO","YES",20.1994697639187
"Marvin Matip",NA,"RCB",76,184,83,31,"Medium / Medium",61,48,"NO","NO",24.515595463138
"Néstor Ortigoza","Sub","LCM",76,180,78,32,"Medium / Low",82,84,"NO","YES",24.0740740740741
"Jesús Gámez",NA,"Sub",76,182,77,31,"Medium / Medium",74,49,"NO","NO",23.2459847844463
"Abraham",NA,"RCM",76,178,80,31,"Medium / Medium",74,77,"NO","NO",25.2493372048984
"Trashorras",NA,"RDM",76,179,71,36,"Medium / Medium",77,80,"NO","NO",22.1591086420524
"Julio Alberto Barroso",NA,"CB",76,175,71,32,"Medium / High",67,59,"NO","NO",23.1836734693878
"Pirmin Schwegler",NA,"Sub",76,178,74,30,"Medium / Medium",75,76,"NO","NO",23.355636914531
"Oribe Peralta","LW","LS",76,179,75,33,"High / Medium",75,69,"NO","YES",23.4075091289286
"Gelson Fernandes","Sub","RDM",76,179,70,30,"Medium / High",69,68,"NO","YES",21.8470085203333
"Aaron Hunt",NA,"Sub",76,183,73,30,"Medium / Medium",78,74,"NO","NO",21.7982023948162
"Mounir Obbadi",NA,"CDM",76,172,65,33,"Medium / Medium",77,78,"NO","NO",21.9713358572201
"Guillaume Hoarau",NA,"LS",76,192,80,33,"Medium / Low",71,69,"NO","NO",21.7013888888889
"José de Jesús Corona","Sub","GK",76,184,84,36,"Medium / Medium",23,43,"YES","YES",24.8109640831758
"Charlie Adam",NA,"LDM",76,185,82,31,"Medium / Low",76,81,"NO","NO",23.9590942293645
"Alexandr Belenov","Sub","Sub",76,197,91,30,"Medium / Medium",14,37,"NO","YES",23.448169239094
"Àngel Rangel",NA,"Sub",76,180,82,34,"Medium / Medium",75,71,"NO","NO",25.3086419753086
"Jean-Louis Leca",NA,"GK",76,180,75,31,"Medium / Medium",25,27,"YES","NO",23.1481481481481
"Rubens Sambueza",NA,"LCM",76,174,74,33,"High / Medium",79,80,"NO","NO",24.441802087462
"Jason Puncheon",NA,"RCM",76,173,71,30,"Medium / Medium",75,76,"NO","NO",23.7228106518761
"Jaroslav Drobný",NA,"Sub",76,192,90,37,"Medium / Medium",22,23,"NO","NO",24.4140625
"Wes Hoolahan","CAM","LM",76,168,71,34,"High / Low",80,81,"NO","YES",25.15589569161
"Vladimir Gabulov",NA,"GK",76,190,83,33,"Medium / Medium",24,47,"YES","NO",22.9916897506925
"Diego Castro",NA,"LM",76,174,71,34,"Medium / Medium",80,76,"NO","NO",23.4509182190514
"Cejudo",NA,"Sub",76,180,78,33,"High / Medium",82,61,"NO","NO",24.0740740740741
"Andrés Fernández",NA,"GK",76,184,86,30,"Medium / Medium",18,41,"YES","NO",25.4017013232514
"Yalçın Ayhan","Sub","RCB",76,192,82,34,"Low / High",60,31,"NO","YES",22.2439236111111
"Boštjan Cesar","RCB","Sub",76,191,89,34,"Low / Medium",58,25,"NO","YES",24.396261067405
"Leonardo Ponzio",NA,"LDM",76,174,71,35,"Medium / High",74,69,"NO","NO",23.4509182190514
"Alejandro Domínguez",NA,"Sub",76,175,73,35,"High / Low",80,73,"NO","NO",23.8367346938776
"Darren Fletcher","Sub","RDM",76,184,74,33,"Medium / High",75,68,"NO","YES",21.8572778827977
"Marc Janko","Sub","Sub",75,196,93,33,"Medium / Medium",72,58,"NO","YES",24.2086630570596
"Marco Storari",NA,"Sub",76,187,76,40,"Medium / Medium",20,54,"NO","NO",21.7335354170837
"Daniele Gastaldello",NA,"RCB",76,185,77,33,"High / Medium",56,46,"NO","NO",22.4981738495252
"Giampaolo Pazzini",NA,"ST",76,180,77,32,"Medium / Medium",74,58,"NO","NO",23.7654320987654
"Franco Brienza",NA,"RW",76,168,68,38,"Medium / Medium",84,83,"NO","NO",24.092970521542
"Stijn Schaars",NA,"CDM",76,178,76,33,"Medium / Medium",74,78,"NO","NO",23.9868703446535
"Alexis",NA,"Sub",76,183,75,31,"Medium / Medium",63,48,"NO","NO",22.3954134193317
"Hasan Ali Kaldırım",NA,"LB",76,183,75,27,"High / High",75,58,"NO","NO",22.3954134193317
"Ersan Gülüm",NA,"Res",76,185,85,29,"Low / High",58,44,"NO","NO",24.8356464572681
"Marco Borriello",NA,"LS",76,185,76,34,"High / Medium",75,62,"NO","NO",22.2059897735573
"Kolo Touré",NA,"Sub",76,178,76,36,"Medium / Medium",62,57,"NO","NO",23.9868703446535
"Achille Emaná",NA,"RS",75,180,77,34,"Medium / Low",80,79,"NO","NO",23.7654320987654
"Gareth McAuley","CB","RCB",76,195,89,37,"Low / High",66,52,"NO","YES",23.4056541748849
"Artur Boruc",NA,"GK",76,193,87,37,"Medium / Medium",18,40,"YES","NO",23.3563317136031
"Alberto Aquilani",NA,"CDM",76,186,79,32,"Medium / Medium",82,82,"NO","NO",22.8350098277257
"Wayne Routledge",NA,"RM",76,170,77,32,"Medium / Medium",77,74,"NO","NO",26.643598615917
"Matthias Lehmann",NA,"LDM",76,179,75,33,"Medium / High",73,74,"NO","NO",23.4075091289286
"Steven Pienaar",NA,"Sub",76,170,66,35,"High / Medium",78,81,"NO","NO",22.8373702422145
"Ludovic Butelle",NA,"GK",76,190,86,33,"Medium / Medium",23,43,"YES","NO",23.8227146814404
"Emiliano Moretti",NA,"Res",76,182,79,35,"Medium / Medium",64,31,"NO","NO",23.8497765970293
"Jonas Olsson",NA,"RCB",76,193,84,34,"Medium / Medium",64,55,"NO","NO",22.5509409648581
"James Collins","Sub","Sub",76,193,90,33,"Low / High",59,54,"NO","YES",24.161722462348
"Nick Rimando","Sub","GK",76,178,83,37,"Medium / Medium",38,67,"YES","YES",26.1961873500821
